"'Table 5-Pseudotsuga, Douglas-fir:","'cleaned seeds","'per weight","'","'","'",
"'","'Average","'","'","'Range","'",
"'Species & location","'/kg","'","'/kg","'/b","'Samples Superscript(a)",
"'P. macrocarpa","'","'","'","'","'",
"'S California","'7,145","'3,241","'6,137-8,115","'2,800-3,681","'2",
"'S California","'7,716","'3,500","'6,614-9,921","'3,000-4,500","'2",
"'S California","'11,001","'4,990","'9,259-13,927","'3,460-6,317","'3",
"'S California","'6,748","'3,061","'-","'-","'I",
"'P. menziesii var. glauca","'","'","'","'","'",
"'Arizona","'70,768","'32,100","'52,911-75,619","'24,000-34,300","'8",
"'New Mexico","'83,555","'37,900","'72,312-90,830","'32,800-41,200","'8",
"'Colorado","'85,539","'38,800","'73,414-96,122","'33,300-43,600","'33",
"'Montana","'88,405","'40,100","'79,807-99,869","'36,200-45,300","'14",
"'E Washington","'102,354","'46,427","'101,834-103,093","'46,191-46,762","'3",
"'British Columbia","'97,665","'44,300","'62,832-117,506","'28,500-53,300","'19",
"'British Columbia","'119,905","'54,388","'104,166-163,398","'47,249-74,116","'23",
"'P. menziesii var. menziesii","'","'","'","'","'",
"'Coastal California","'","'","'","'","'",
"'Fog-belt","'86,882","'39,409","'80,257-104,058","'36,404-47,200","'4b",
"'Inland","'70,028","'31,764","'55,618-78,493","'25,228-35,604","'5c",
"'California","'71,752","'32,546","'33,951-116,845","'15,400-53,000","'41",
"'N California","'67,250","'30,504","'40,858-109,171","'18,409-49,519","'20d",
"'California","'","'","'","'","'",
"'Zones 090","'72,305","'32,797","'63,268-93,268","'28,698-42,605","'62",
"'Zones 300","'65,538","'30,181","'54,780-81,359","'24,848-36,904","'29",
"'Zones 500","'56,906","'25,812","'48,028-69,867","'21,785-31,691","'37",
"'W Oregon","'76,278","'34,599","'58,343-99,109","'26,464-44,955","'8d",
"'W Oregon","'110,498","'50,121","'84,104-126,263","'38,149-57,272","'10",
"'NW Oregon","'99,503","'45,134","'69,589-182,150","'31,565-82,622","'309e",
"'W-central Oregon","'83,333","'37,799","'62,501-109,409","'28,350-49,627","'39",
"'W Oregon","'78,626","'35,664","'59,000-98,000","'26,762-44,452","'8f",
"'Oregon & Washington","'84,336","'38,254","'77,162-125,664","'35,000-57,000","'127g",
"'Oregon & Washington","'86,589","'39,276","'73,634-102,458","'33,400-46,474","'97",
"'Coastal Oregon (seed orchard)","'87,268","'39,584","'76,128-110,972","'34,531-50,336","'23",
"'Washington Cascades","'81,183","'36,824","'75,074-87,336","'34,053-39,615","'2d",
"'W Washington","'77,499","'35,153","'74,999-79,999","'34,019-36,287","'2f",
"'W Washington","'116,822","'52,990","'82,576-153,845","'37,456-69,783","'46",
"'British Columbia","'86,999","'39,462","'65,001-99,999","'29,484-45,359","'4f",
"'British Columbia","'130,891","'59,371","'107,411-173,012","'48,721-78,749","'21",
"'British Columbia","'93,584","'42,449","'79,807-120,593","'36,200-54,700","'16",
,,,,,

'Confidence Scores % (Table Cell)
"'50.68359375","'50.68359375","'50.68359375","'50.68359375","'50.68359375","'50.68359375",
"'60.93750000","'78.07617188","'78.07617188","'70.89843750","'70.89843750","'51.75781250",
"'60.93750000","'93.16406250","'93.84765625","'96.14257813","'94.09179688","'51.75781250",
"'61.76757813","'61.76757813","'61.76757813","'61.76757813","'61.76757813","'61.76757813",
"'75.04882813","'73.04687500","'73.58398438","'75.39062500","'73.77929688","'73.73046875",
"'91.89453125","'89.45312500","'90.08789063","'92.28515625","'90.33203125","'90.28320313",
"'93.99414063","'91.45507813","'92.08984375","'94.33593750","'92.33398438","'92.28515625",
"'95.31250000","'92.77343750","'93.40820313","'95.70312500","'93.65234375","'93.60351563",
"'52.05078125","'52.05078125","'52.05078125","'52.05078125","'52.05078125","'52.05078125",
"'89.01367188","'86.62109375","'87.20703125","'89.35546875","'87.45117188","'87.40234375",
"'94.53125000","'91.99218750","'92.67578125","'94.92187500","'92.91992188","'92.87109375",
"'93.79882813","'91.25976563","'91.89453125","'94.14062500","'92.13867188","'92.08984375",
