datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.time.zero,figure,notes
basbag09,exp1,SC,Capparis,ovata,palaestina ,Y,,"Diyarbakir, Turkey",37.933,40.275583,669,Asia,,2007,2007,,,,,temperature,,,25,0C  for 10 min,12,,,35,N,,N,,,,per.germ,25.65,,,3,50,35,,Table 1 ,
basbag09,exp1,SC,Capparis,ovata,palaestina ,Y,,"Diyarbakir, Turkey",37.933,40.275583,669,Asia,,2007,2007,,,,,temperature,,,25,0C for 20 min,12,,,35,N,,N,,,,per.germ,30.11,,,3,50,35,,Table 1 ,
basbag09,exp1,SC,Capparis,ovata,palaestina ,Y,,"Diyarbakir, Turkey",37.933,40.275583,669,Asia,,2007,2007,,,,,temperature,,,25,0C for 30 min,12,,,35,N,,N,,,,per.germ,32.78,,,3,50,35,,Table 1 ,
basbag09,exp1,SC,Capparis,ovata,palaestina ,Y,,"Diyarbakir, Turkey",37.933,40.275583,669,Asia,,2007,2007,,,,,temperature,,,25,10C for 10 min,12,,,35,N,,N,,,,per.germ,27.08,,,3,50,35,,Table 1 ,
basbag09,exp1,SC,Capparis,ovata,palaestina ,Y,,"Diyarbakir, Turkey",37.933,40.275583,669,Asia,,2007,2007,,,,,temperature,,,25,10C for 20 min,12,,,35,N,,N,,,,per.germ,27.62,,,3,50,35,,Table 1 ,
basbag09,exp1,SC,Capparis,ovata,palaestina ,Y,,"Diyarbakir, Turkey",37.933,40.275583,669,Asia,,2007,2007,,,,,temperature,,,25,10C for 30 min,12,,,35,N,,N,,,,per.germ,26.80,,,3,50,35,,Table 1 ,
basbag09,exp1,SC,Capparis,ovata,palaestina ,Y,,"Diyarbakir, Turkey",37.933,40.275583,669,Asia,,2007,2007,,,,,temperature,,,25,20C for 10 min,12,,,35,N,,N,,,,per.germ,8.98,,,3,50,35,,Table 1 ,
basbag09,exp1,SC,Capparis,ovata,palaestina ,Y,,"Diyarbakir, Turkey",37.933,40.275583,669,Asia,,2007,2007,,,,,temperature,,,25,20C for 20 min,12,,,35,N,,N,,,,per.germ,12.23,,,3,50,35,,Table 1 ,
basbag09,exp1,SC,Capparis,ovata,palaestina ,Y,,"Diyarbakir, Turkey",37.933,40.275583,669,Asia,,2007,2007,,,,,temperature,,,25,20C for 30 min,12,,,35,N,,N,,,,per.germ,14.19,,,3,50,35,,Table 1 ,
basbag09,exp1,SC,Capparis,ovata,palaestina ,Y,,"Diyarbakir, Turkey",37.933,40.275583,669,Asia,,2007,2007,,,,,temperature,,,25,30C for 10 min,12,,,35,N,,N,,,,per.germ,18.18,,,3,50,35,,Table 1 ,
basbag09,exp1,SC,Capparis,ovata,palaestina ,Y,,"Diyarbakir, Turkey",37.933,40.275583,669,Asia,,2007,2007,,,,,temperature,,,25,30C for 20 min,12,,,35,N,,N,,,,per.germ,20.23,,,3,50,35,,Table 1 ,
