datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemical.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.time.zero,figure,Notes
tylkowski91,exp1,MN,Cornus,mas,L.,Y,N,Arbor Kornicke,NA,NA,NA,Europe,NA,1988,1988,NA,NA,NA,NA,thermal stratification(warm phase: 15°C~25°C for 18 wks; 3°C for 24 wks: cold phase),15 and 25 then 3,126 then 168,3,NA,NA,NA,NA,NA,N,NA,N,NA,NA,N,percent.germ,69.3,NA,NA,3,25,35,NA,Table 2,Germination test at alternating temp (16+8 hrs/cycle)
yang16_1,exp1,KS,Malus,sieversii,NA,Y,N,"Tienshan Mountains, China",NA,NA,NA,Asia,NA,2012 - 2014,NA,NA,730,NA,-20,stratification,4,90,25,NA,0,NA,NA,NA,N,NA,N,NA,NA,N,percent.germ,95,NA,NA,NA,NA,69,end cold strat,Table 5,
yang16_1,exp1,KS,Malus,sieversii,NA,Y,N,"Tienshan Mountains, China",NA,NA,NA,Asia,NA,2012 - 2014,NA,NA,1095,NA,-20,stratification,4,90,25,NA,0,NA,NA,NA,N,NA,N,NA,NA,N,percent.germ,94,NA,NA,NA,NA,70,end cold strat,Table 5,
yang16_1,exp1,KS,Malus,sieversii,NA,Y,N,"Tienshan Mountains, China",NA,NA,NA,Asia,NA,2012 - 2014,NA,NA,730,NA,-20,stratification,0.9,90,25,NA,0,NA,NA,NA,N,NA,N,NA,NA,N,percent.germ,96,NA,NA,NA,NA,69,end cold strat,Table 5,
yang16_1,exp1,KS,Malus,sieversii,NA,Y,N,"Tienshan Mountains, China",NA,NA,NA,Asia,NA,2012 - 2014,NA,NA,1095,NA,-20,stratification,0.9,90,25,NA,0,NA,NA,NA,N,NA,N,NA,NA,N,percent.germ,94,NA,NA,NA,NA,70,end cold strat,Table 5,
yang20,exp5,DK,Primula,beesiana,NA,N,N,"Yunnan, China",27.015394,100.170867,3664,Asia,NA,2016,2017,dry,180,NA,23,control,1,0,10,NA,0,NA,NA,NA,N,NA,Y,water agar substrate,NA,Y,percent.germ,0,NA,NA,3,20,NA,end cold strat,Table 1,
yang20,exp5,DK,Primula,beesiana,NA,N,N,"Yunnan, China",27.015394,100.170867,3664,Asia,NA,2016,2017,dry,180,NA,23,stratification,1,24,10,NA,0,NA,NA,NA,N,NA,Y,water agar substrate,NA,Y,percent.germ,0,NA,NA,3,20,NA,end cold strat,Table 1,
yang20,exp5,DK,Primula,beesiana,NA,N,N,"Yunnan, China",27.015394,100.170867,3664,Asia,NA,2016,2017,dry,180,NA,23,stratification,1,56,10,NA,0,NA,NA,NA,N,NA,Y,water agar substrate,NA,Y,percent.germ,3.33,standard error,1.67,3,20,NA,end cold strat,Table 1,
yang20,exp5,DK,Primula,beesiana,NA,N,N,"Yunnan, China",27.015394,100.170867,3664,Asia,NA,2016,2017,dry,180,NA,23,stratification,1,112,10,NA,0,NA,NA,NA,N,NA,Y,water agar substrate,NA,Y,percent.germ,0,NA,NA,3,20,NA,end cold strat,Table 1,
yang20,exp5,DK,Primula,beesiana,NA,N,N,"Yunnan, China",27.015394,100.170867,3664,Asia,NA,2016,2017,dry,180,NA,23,control,1,0,10,NA,0 then 24,NA,NA,NA,N,NA,Y,water agar substrate,NA,Y,percent.germ,0,NA,NA,3,20,NA,end cold strat,Table 1,transferred from dark to light sometime during germination
yang20,exp5,DK,Primula,beesiana,NA,N,N,"Yunnan, China",27.015394,100.170867,3664,Asia,NA,2016,2017,dry,180,NA,23,stratification,1,24,10,NA,0 then 24,NA,NA,NA,N,NA,Y,water agar substrate,NA,Y,percent.germ,0,NA,NA,3,20,NA,end cold strat,Table 1,transferred from dark to light sometime during germination
yang20,exp5,DK,Primula,beesiana,NA,N,N,"Yunnan, China",27.015394,100.170867,3664,Asia,NA,2016,2017,dry,180,NA,23,stratification,1,56,10,NA,0 then 24,NA,NA,NA,N,NA,Y,water agar substrate,NA,Y,percent.germ,8.33,standard error,3.33,3,20,NA,end cold strat,Table 1,transferred from dark to light sometime during germination
yang20,exp5,DK,Primula,beesiana,NA,N,N,"Yunnan, China",27.015394,100.170867,3664,Asia,NA,2016,2017,dry,180,NA,23,stratification,1,112,10,NA,0 then 24,NA,NA,NA,N,NA,Y,water agar substrate,NA,Y,percent.germ,0,NA,NA,3,20,NA,end cold strat,Table 1,transferred from dark to light sometime during germination
