datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.time.zero,figure,Notes
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,30,,21-25,dark,4,0,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,40,SE,7.4,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,30,,21-25,dark,4,1,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,56.2,SE,9,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,30,,21-25,dark,4,2,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,38.8,SE,5.2,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,30,,21-25,dark,4,3,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,23.8,SE,9.9,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,30,,21-25,dark,4,4,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,38.8,SE,6.6,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,120,,21-25,dark,4,0,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,75,SE,9.6,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,120,,21-25,dark,4,1,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,97.5,SE,1.4,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,120,,21-25,dark,4,2,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,75,SE,16.7,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,120,,21-25,dark,4,3,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,85,SE,5.4,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,120,,21-25,dark,4,4,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,93.8,SE,2.4,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,240,,21-25,dark,4,0,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,97.5,SE,1.44,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,240,,21-25,dark,4,1,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,95,SE,3.5,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,240,,21-25,dark,4,2,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,95,SE,2,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,240,,21-25,dark,4,3,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,92.5,SE,6,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,240,,21-25,dark,4,4,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,86.3,SE,4.7,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,330,,21-25,dark,4,0,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,70,SE,23.4,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,330,,21-25,dark,4,1,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,92.5,SE,3.2,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,330,,21-25,dark,4,2,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,87.5,SE,2.5,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,330,,21-25,dark,4,3,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,45,SE,20.7,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Perry Preserve in Dover Plains, NY, USA",41.75,-73.58,,North America,60,2007,,dark/dry,330,,21-25,dark,4,4,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,62.5,SE,20.9,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,30,,21-25,dark,4,0,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,1.3,SE,1.3,4,20,14,,Table3,Can't find Pilot Preserve
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,30,,21-25,dark,4,1,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,2.5,SE,1.4,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,30,,21-25,dark,4,2,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,5,SE,3.5,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,30,,21-25,dark,4,3,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,5,SE,2,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,30,,21-25,dark,4,4,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,5,SE,2.9,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,120,,21-25,dark,4,0,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,11.3,SE,2.4,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,120,,21-25,dark,4,1,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,40,SE,8.2,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,120,,21-25,dark,4,2,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,23.8,SE,7.2,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,120,,21-25,dark,4,3,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,13.8,SE,4.7,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,120,,21-25,dark,4,4,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,62.5,SE,4.3,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,240,,21-25,dark,4,0,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,22.5,SE,8.3,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,240,,21-25,dark,4,1,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,31.3,SE,3.2,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,240,,21-25,dark,4,2,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,48.8,SE,3.8,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,240,,21-25,dark,4,3,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,46.3,SE,1.3,4,20,14,,Table3,
Veatch-blohm11,,XW,Arabidopsis,lyrata,lyrata,N,N,"Pilot Preserve, Maryland, USA",,,,North America,60,2007,,dark/dry,240,,21-25,dark,4,4,20,stratification,14:10,ethanol-Tween,500000,0.002,N,,,,,,per.germ,45,SE,8.4,4,20,14,,Table3,
