"'Table I-Albizia, albizia: nomenclature,","'occurrence, and","'growth habit","'","'",
"'","'Common","'Occurrence","'","'",
"'Scientific name & synonym(s)","'name(s)","'Native","'US","'Growth habit",
"'A. julibrissin Durz. Acacia julibrissin (Durraz.) Willd. A. nemu Willd.","'silktree, albizia, mimosa tree, powder-puff tree","'Iran to Japan","'Southern US","'Deciduous ornamental",
"'A. lebbeck (L.) Benth. Acacia lebbek Willd. Mimosa lebbek L.","'siris, woman's-tongue","'Pakistan to Burma","'Puerto Rico & Hawaii","'Deciduous forest tree, ornamental",
"'A. procera (Roxb.) Benth. Acacia procera Willd. Mimosa elata Roxb. M. procera Roxb.","'white siris, tall albizia","'India to Melanesia & Hawaii","'Puerto Rico","'Deciduous forest tree",
"'A. saman (Jacq.) F. Muell. Pithocellobium saman (Jacq.) Benth. Samanea saman (Jacq.) Merr.","'raintree, saman, monkey-pod","'Central & South America & West Indies","'S Florida & Hawaii","'Evergreen tree (deciduous in Hawaii)",
,,,,

'Confidence Scores % (Table Cell)
""'93.89648438","'93.89648438","'93.89648438","'93.89648438","'93.89648438",
"'96.43554688","'95.21484375","'92.28515625","'92.28515625","'92.57812500",
"'96.43554688","'95.21484375","'91.45507813","'85.30273438","'92.57812500",
"'86.76757813","'84.42382813","'87.01171875","'81.20117188","'87.89062500",
"'84.91210938","'82.66601563","'85.20507813","'79.49218750","'85.98632813",
"'92.13867188","'89.69726563","'92.43164063","'86.23046875","'93.31054688",
"'92.91992188","'90.42968750","'93.16406250","'86.96289063","'94.09179688",
