"'Table 2-Sambucus, elder:","'phenology of flowering","'and fruiting","'",
"'Species","'Flowering","'Fruit ripening","'Seed dispersal",
"'S. nigra","'","'","'",
"'spp. canadensis","'June-July","'July-Sept","'Aug-Oct",
"'spp. cerulea","'May-July","'Aug-Sept","'Aug-Oct",
"'S. racemosa var. racemosa","'Apr-July","'June-Aug","'June-Nov",
,,,

'Confidence Scores % (Table Cell)
"'87.59765625","'87.59765625","'87.59765625","'87.59765625",
"'88.76953125","'87.74414063","'89.01367188","'91.25976563",
"'43.96972656","'43.96972656","'43.96972656","'43.96972656",
"'46.92382813","'46.38671875","'47.04589844","'48.21777344",
"'79.63867188","'78.71093750","'79.83398438","'81.88476563",
"'90.42968750","'89.40429688","'90.67382813","'92.96875000",
