"'Table 2-Rhododendron, general distinguishing","'rhododendron characteristics","'and azalea:",
"'Plant part","'Rhododendrons","'Azaleas",
"'Leaves","'","'",
"'Duration","'Evergreen","'Deciduous",
"'Texture","'Coriaceous","'Membranous",
"'Abaxial surface","'Scaly or punctate","'Pubescent",
"'Margin","'Entire","'Ciliate or ciliolate",
"'Flowers","'","'",
"'Corolla","'Campanulate","'Funnelform",
"'Stamens","'10 or more","'5",
"'Ovary","'Scaly or tomentose","'Setose",
,,

'Confidence Scores % (Table Cell)
"'89.64843750","'89.64843750","'89.64843750",
"'89.69726563","'86.08398438","'89.20898438",
"'59.47265625","'59.47265625","'59.47265625",
"'76.12304688","'73.09570313","'75.73242188",
"'76.85546875","'73.77929688","'76.46484375",
"'73.53515625","'70.60546875","'73.14453125",
"'68.50585938","'65.77148438","'68.16406250",
"'55.81054688","'55.81054688","'55.81054688",
"'69.23828125","'66.45507813","'68.84765625",
"'68.70117188","'65.96679688","'68.35937500",
"'83.20312500","'79.88281250","'82.81250000",
