"'","'","'","'","'",
"'","'Mean","'weight","'","'Achenes/weight",
"'Species","'mg","'oz","'/kg","'Ab",
"'R. acicularis","'25-28","'0.9-1.0","'35,940-40,130","'16,300-18,200",
"'R. blanda","'9-12","'0.3-0.4","'81,580-116,860","'37,000-53,000",
"'R. californica","'4","'0.1","'224,910","'102,000",
"'R. canina","'13 (8-17)","'0.5 (0.3-0.6)","'59,530-119,070","'27,000-54,000",
"'R. eglanteria","'15","'0.5","'68,355","'31,000",
"'R. gymnocarpa","'16","'0.6","'61,740","'28,000",
"'R. multiflora","'6-9","'0.2-0.3","'110,250-180,810","'50,000-82,000",
"'R. nutkana","'8-15","'0.3-0.5","'66,150-132,300","'30,000-60,000",
"'R. rugosa","'6-9","'0.2-0.3","'114,660-163,170","'52,000-74,000",
"'R. setigera","'9","'0.3","'110,250","'50,000",
"'R. wichuriana","'5","'0.2","'185,220","'84,000",
"'R. woodsii","'9 (7-13)","'0.3 (0.2-0.5)","'77,170-143,320","'35,000-65,000",
,,,,

'Confidence Scores % (Table Cell)
"'41.57714844","'41.57714844","'41.57714844","'41.57714844","'41.57714844",
"'72.16796875","'89.89257813","'89.89257813","'94.09179688","'94.09179688",
"'72.16796875","'87.35351563","'92.13867188","'93.06640625","'92.18750000",
"'92.13867188","'88.33007813","'93.16406250","'94.14062500","'93.21289063",
"'86.27929688","'82.71484375","'87.25585938","'88.13476563","'87.30468750",
"'89.94140625","'86.23046875","'90.96679688","'91.89453125","'91.01562500",
"'87.45117188","'83.83789063","'88.42773438","'89.30664063","'88.47656250",
"'91.35742188","'87.54882813","'92.38281250","'93.31054688","'92.43164063",
"'87.10937500","'83.49609375","'88.08593750","'88.96484375","'88.13476563",
"'88.96484375","'85.30273438","'89.99023438","'90.86914063","'90.03906250",
"'88.62304688","'84.91210938","'89.59960938","'90.52734375","'89.64843750",
"'90.77148438","'87.01171875","'91.79687500","'92.72460938","'91.79687500",
"'87.89062500","'84.27734375","'88.91601563","'89.79492188","'88.96484375",
"'88.57421875","'84.91210938","'89.55078125","'90.47851563","'89.59960938",
"'45.31250000","'43.43261719","'45.82519531","'46.28906250","'45.84960938",
