datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,Notes
Middleton96,exp1,MN,Banksia,saxicola,AS George,Y,N,"Mt William, Grampians National Park, Victoria, Australia",-37.3,142.5,680-885,Australia,NA,NA,NA,NA,365,NA,NA,cold stratification,4,30,15,seed age,13/9h,NA,1500,,N,,Y,Thirum fungicide,,NA,mean per.germ,12.833,95% CI,22.667,2,10,50,15,Figure 5,
Middleton96,exp1,MN,Banksia,saxicola,AS George,Y,N,"Mt William, Grampians National Park, Victoria, Australia",-37.3,142.5,680-885,Australia,NA,NA,NA,NA,730-1095,NA,NA,cold stratification,4,30,15,seed age,13/9h,NA,1500,,N,,Y,Thirum fungicide,,NA,mean per.germ,14.417,95% CI,27,2,10,50,15,Figure 5,
Middleton96,exp1,MN,Banksia,saxicola,AS George,Y,N,"Mt William, Grampians National Park, Victoria, Australia",-37.3,142.5,680-885,Australia,NA,NA,NA,NA,>1095,NA,NA,cold stratification,4,30,15,seed age,13/9h,NA,1500,,N,,Y,Thirum fungicide,,NA,mean per.germ,39.25,95% CI,26.5,2,10,50,15,Figure 5,
Middleton96,exp1,MN,Banksia,saxicola,AS George,Y,N,"Mt William, Grampians National Park, Victoria, Australia",-37.3,142.5,680-885,Australia,NA,NA,NA,NA,366,NA,NA,control,NA,NA,15,seed age,13/9h,NA,1500,,N,,Y,Thirum fungicide,,NA,mean per.germ,17.75,95% CI,23.667,2,10,50,15,Figure 5,
Middleton96,exp1,MN,Banksia,saxicola,AS George,Y,N,"Mt William, Grampians National Park, Victoria, Australia",-37.3,142.5,680-885,Australia,NA,NA,NA,NA,730-1096,NA,NA,control,NA,NA,15,seed age,13/9h,NA,1500,,N,,Y,Thirum fungicide,,NA,mean per.germ,8.083,95% CI,17.333,2,10,50,15,Figure 5,
Middleton96,exp1,MN,Banksia,saxicola,AS George,Y,N,"Mt William, Grampians National Park, Victoria, Australia",-37.3,142.5,680-885,Australia,NA,NA,NA,NA,>1096,NA,NA,control,NA,NA,15,seed age,13/9h,NA,1500,,N,,Y,Thirum fungicide,,NA,mean per.germ,7.083,95% CI,13.837,2,10,50,15,Figure 5,
Middleton96,exp1,MN,Banksia,saxicola,AS George,Y,N,"Mt William, Grampians National Park, Victoria, Australia",-37.3,142.5,680-885,Australia,NA,NA,NA,NA,NA,NA,NA,cold stratification,4,30,15,NA,13/9h,NA,1500,,N,,Y,Thirum fungicide,,NA,mean per.germ,24.438,NA,NA,2,10,50,15,Figure 4,
Middleton96,exp1,MN,Banksia,saxicola,AS George,Y,N,"Mt William, Grampians National Park, Victoria, Australia",-37.3,142.5,680-885,Australia,NA,NA,NA,NA,NA,NA,NA,cold stratification,4,30,15,NA,13/9h,NA,1500,,N,,Y,Thirum fungicide,,NA,mean per.germ,20.807,NA,NA,2,10,48,15,Figure 4,
Middleton96,exp1,MN,Banksia,saxicola,AS George,Y,N,"Mt William, Grampians National Park, Victoria, Australia",-37.3,142.5,680-885,Australia,NA,NA,NA,NA,NA,NA,NA,cold stratification,4,30,15,NA,13/9h,NA,1500,,N,,Y,Thirum fungicide,,NA,mean per.germ,20.807,NA,NA,2,10,45,15,Figure 4,
Middleton96,exp1,MN,Banksia,saxicola,AS George,Y,N,"Mt William, Grampians National Park, Victoria, Australia",-37.3,142.5,680-885,Australia,NA,NA,NA,NA,NA,NA,NA,cold stratification,4,30,15,NA,13/9h,NA,1500,,N,,Y,Thirum fungicide,,NA,mean per.germ,18.271,NA,NA,2,10,43,15,Figure 4,
Middleton96,exp1,MN,Banksia,saxicola,AS George,Y,N,"Mt William, Grampians National Park, Victoria, Australia",-37.3,142.5,680-885,Australia,NA,NA,NA,NA,NA,NA,NA,cold stratification,4,30,15,NA,13/9h,NA,1500,,N,,Y,Thirum fungicide,,NA,mean per.germ,14.582,NA,NA,2,10,41,15,Figure 4,
Middleton96,exp1,MN,Banksia,saxicola,AS George,Y,N,"Mt William, Grampians National Park, Victoria, Australia",-37.3,142.5,680-885,Australia,NA,NA,NA,NA,NA,NA,NA,cold stratification,4,30,15,NA,13/9h,NA,1500,,N,,Y,Thirum fungicide,,NA,mean per.germ,11.816,NA,NA,2,10,39,15,Figure 4,
