datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,notes
Airi2009,exp1,TA,Hippophae,salicifolia,NA,Y,N,"Himalaya, India - Helang",30.57,79.57,1715,Asia,50,2004,2004,dry,7,,25,control,0,0,25,location: Helang,,water,0,24,N,,Y,HgCl2,2,,per.germ,27.34,,,3,60,90,,table 2,trt.duration measured in hours;
Airi2009,exp1,TA,Hippophae,salicifolia,NA,Y,N,"Himalaya, India - Helang",30.57,79.57,1715,Asia,50,2004,2004,dry,7,,25,control,0,0,25,location: Helang,,water,0,24,N,,Y,HgCl2,2,,mgt,15.18,,,3,60,90,,table 2,control
Airi2009,exp1,TA,Hippophae,salicifolia,NA,Y,N,"Himalaya, India - Helang",30.57,79.57,1715,Asia,50,2004,2004,dry,7,,25,chemical,0,0,25,location: Helang,,GA3,5,24,N,,Y,HgCl2,2,,per.germ,38.66,,,3,60,90,,table 2,chemical.concent units mM
Airi2009,exp1,TA,Hippophae,salicifolia,NA,Y,N,"Himalaya, India - Helang",30.57,79.57,1715,Asia,50,2004,2004,dry,7,,25,chemical,0,0,25,location: Helang,,GA3,10,24,N,,Y,HgCl2,2,,per.germ,38.00,,,3,60,90,,table 2,chemical.concent units mM
Airi2009,exp1,TA,Hippophae,salicifolia,NA,Y,N,"Himalaya, India - Helang",30.57,79.57,1715,Asia,50,2004,2004,dry,7,,25,chemical,0,0,25,location: Helang,,GA3,10,24,N,,Y,HgCl2,2,,mgt,14.70,,,3,60,90,,table 2,chemical.concent units mM
Airi2009,exp1,TA,Hippophae,salicifolia,NA,Y,N,"Himalaya, India - Helang",30.57,79.57,1715,Asia,50,2004,2004,dry,7,,25,chemical,0,0,25,location: Helang,,GA3,20,24,N,,Y,HgCl2,2,,per.germ,38.66,,,3,60,90,,table 2,chemical.concent units mM
Airi2009,exp1,TA,Hippophae,salicifolia,NA,Y,N,"Himalaya, India - Helang",30.57,79.57,1715,Asia,50,2004,2004,dry,7,,25,chemical,0,0,25,location: Helang,,KNO3,50,24,N,,Y,HgCl2,2,,per.germ,47.34,,,3,60,90,,table 2,chemical.concent units mM
Airi2009,exp1,TA,Hippophae,salicifolia,NA,Y,N,"Himalaya, India - Helang",30.57,79.57,1715,Asia,50,2004,2004,dry,7,,25,chemical,0,0,25,location: Helang,,KNO3,100,24,N,,Y,HgCl2,2,,per.germ,66.00,,,3,60,90,,table 2,chemical.concent units mM
Airi2009,exp1,TA,Hippophae,salicifolia,NA,Y,N,"Himalaya, India - Helang",30.57,79.57,1715,Asia,50,2004,2004,dry,7,,25,chemical,0,0,25,location: Helang,,KNO3,100,24,N,,Y,HgCl2,2,,mgt,20.95,,,3,60,90,,table 2,chemical.concent units mM
Airi2009,exp1,TA,Hippophae,salicifolia,NA,Y,N,"Himalaya, India - Helang",30.57,79.57,1715,Asia,50,2004,2004,dry,7,,25,chemical,0,0,25,location: Helang,,KNO3,200,24,N,,Y,HgCl2,2,,per.germ,54.00,,,3,60,90,,table 2,chemical.concent units mM
