"'","'","'","'Cleaned seeds/weight","'","'",
"'","'Place","'Range","'","'Average","'",
"'Species","'collected","'/kg","'/lb","'/kg","'/lb",
"'C. columbiana","'Minnesota","'-","'-","'141,440","'64,000",
"'C. flammula","'Europe","'-","'-","'55,250","'25,000",
"'C. ligusticifolia","'California","'-","'-","'205,530","'93,000",
"'","'Utah","'663,000-724,880*","'300,000-328,000*","'696,150*","'315,000*",
"'C. pauciflora","'California","'","'-","'187,850","'85,000",
"'C. virginiana","'Baraga Co., Michigan","'402,220-446,420","'182,000-202,000","'424,320","'192,000",
"'C. vitalba","'Europe","'-","'-","'707,200+","'320,000",
"'C. viticella","'Europe","'48,620-103-870","'22,000-47,000","'59,670","'27,000",
,,,,,

'Confidence Scores % (Table Cell)
""'53.90625000","'60.93750000","'90.62500000","'90.62500000","'90.62500000","'90.62500000",
"'53.90625000","'60.93750000","'89.50195313","'89.50195313","'88.62304688","'88.62304688",
"'53.90625000","'60.93750000","'92.13867188","'93.06640625","'90.08789063","'91.89453125",
"'89.16015625","'91.94335938","'91.30859375","'92.23632813","'89.25781250","'91.06445313",
"'82.22656250","'84.76562500","'84.17968750","'85.05859375","'82.32421875","'83.98437500",
"'78.12500000","'80.56640625","'80.02929688","'80.81054688","'78.22265625","'79.78515625",
"'72.36328125","'74.65820313","'74.12109375","'74.85351563","'72.46093750","'73.92578125",
"'84.71679688","'87.40234375","'86.76757813","'87.64648438","'84.81445313","'86.52343750",
"'86.71875000","'89.40429688","'88.76953125","'89.69726563","'86.76757813","'88.57421875",
"'78.27148438","'80.71289063","'80.17578125","'80.95703125","'78.36914063","'79.93164063",
"'90.08789063","'92.91992188","'92.23632813","'93.16406250","'90.18554688","'91.99218750",
