"'Table 2- Euonymus, first cultivated","'euonymus: height and","'year",
"'Species","'Height at maturity (m)","'Year first cultivated",
"'E. alata","'0.9-3.1","'1860",
"'E. americana","'0.9-1.8","'1697",
"'E. atropurpurea","'1.8-6.2","'1756",
"'E. bungeana","'4.0-6.2","'1883",
"'E. europaea","'3.1-7.1","'Long ago",
"'E. hamiltoniana ssp. maackii","'1.5-5.2","'1880",
"'E. obovata","'0.3-0.6","'1820",
"'E. verrucosa","'0.9-2.2","'1763",
,,

'Confidence Scores % (Table Cell)
""'83.74023438","'83.74023438","'83.74023438",
"'94.14062500","'90.38085938","'91.99218750",
"'84.27734375","'80.95703125","'82.37304688",
"'85.25390625","'81.83593750","'83.30078125",
"'88.03710938","'84.57031250","'86.03515625",
"'85.20507813","'81.83593750","'83.25195313",
"'85.54687500","'82.17773438","'83.64257813",
"'83.74023438","'80.41992188","'81.88476563",
"'85.49804688","'82.12890625","'83.59375000",
"'93.79882813","'90.08789063","'91.69921875",
