datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.time.zero,figure,Notes
Acosta12,exp1,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,0,5,,0,,,,,,Y,water,,yes,per.germ,0.264,SD,0,,50,21,,Fig 1,
Acosta12,exp1,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,0,7.5,,0,,,,,,Y,water,,yes,per.germ,0.528,SD,0,,50,21,,Fig 1,
Acosta12,exp1,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,0,10,,0,,,,,,Y,water,,yes,per.germ,77.045,SD,6.775,,50,21,,Fig 1,
Acosta12,exp1,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,0,12.5,,0,,,,,,Y,water,,yes,per.germ,88.918,SD,1.798,,50,21,,Fig 1,
Acosta12,exp1,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,0,15,,0,,,,,,Y,water,,yes,per.germ,91.557,SD,7.382,,50,21,,Fig 1,
Acosta12,exp1,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,0,17.5,,0,,,,,,Y,water,,yes,per.germ,81.794,SD,4.678,,50,21,,Fig 1,
Acosta12,exp1,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,0,20,,0,,,,,,Y,water,,yes,per.germ,90.237,SD,5.254,,50,21,,Fig 1,
Acosta12,exp1,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,0,22.5,,0,,,,,,Y,water,,yes,per.germ,89.182,SD,4.982,,50,21,,Fig 1,
Acosta12,exp1,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,0,25,,0,,,,,,Y,water,,yes,per.germ,55.673,SD,9.314,,50,21,,Fig 1,
Acosta12,exp1,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,0,27.5,,0,,,,,,Y,water,,yes,per.germ,43.272,SD,3.678,,50,21,,Fig 1,
