"'","'","'","'","'","'","'",
"'","'","'Wt yield of","'","'Cleaned seeds/weight","'","'",
"'","'Place","'seeds/","'Range","'","'Average","'",
"'Species","'collected","'100wt fruit","'/kg","'/lb","'/kg","'/lb",
"'C. bignonioides","'Florida","'-","'32,600-40,10","'14,800-18,200","'36,400","'16,500",
"'","'","'35","'30,900-81,600","'14,000-37,000","'44,100","'20,000",
"'C. longissima","'Puerto Rico","'-","'572,000-618,000","'259,460-280,325","'600,000","'272,160",
"'C. speciosa","'Minnesota","'-","'29,450-48,300","'13,359-21,910","'-","'-",
"'","'Prairie states","'10-25","'30,000-80,700","'13,600-36,600","'-","'-",
"'","'","'25-35","'35,300-66,150","'16,000-30,000","'46,300","'21,000",
,,,,,,

'Confidence Scores % (Table Cell)
""'45.89843750","'45.89843750","'45.89843750","'40.35644531","'40.35644531","'40.35644531","'40.35644531",
"'79.39453125","'73.24218750","'79.49218750","'89.16015625","'89.16015625","'89.16015625","'89.16015625",
"'79.39453125","'73.24218750","'79.49218750","'84.37500000","'84.37500000","'85.35156250","'85.35156250",
"'79.39453125","'73.24218750","'79.49218750","'89.01367188","'89.30664063","'87.06054688","'87.15820313",
"'48.43750000","'89.40429688","'91.84570313","'92.08984375","'92.43164063","'90.08789063","'90.18554688",
"'48.43750000","'75.34179688","'77.39257813","'77.63671875","'77.92968750","'75.92773438","'76.02539063",
"'89.11132813","'87.35351563","'89.74609375","'89.99023438","'90.33203125","'88.03710938","'88.13476563",
"'44.94628906","'83.54492188","'85.83984375","'86.13281250","'86.42578125","'84.22851563","'84.32617188",
"'44.94628906","'79.63867188","'81.83593750","'82.08007813","'82.37304688","'80.27343750","'80.37109375",
"'44.94628906","'87.74414063","'90.13671875","'90.42968750","'90.72265625","'88.42773438","'88.52539063",
